unique_id,image_description,generated_caption,semantic_similarity
29c35bdfd8,"The image shows two Amazon Fire TVs with the text 'HDR 10' and '4K UHD' displayed on them, set against a vibrant background with a purple to pink gradient.",the best smart tvs for 2020,0.3280043005943298
20632dafe6,"An image showcasing various classroom essentials including a stack of colorful folders labeled with days of the week, a box of Expo dry erase markers, a Scotch eraser, and a super sticky large easel pad. The items are displayed against a vibrant background with a 'a' logo in the center.",a variety of office supplies,0.4175516963005066
13ef0faed8,"A woman in a denim jacket and orange dress sits on a couch, with a blurred face, and another woman in a floral dress with red feathered boots, both in a studio setting.",person ' s person ' s person ' s person ' s person ' s person ' s person ',0.1190982609987258
174e2fa2a8,"A collage of images including a person holding a knife, a burning building with emergency vehicles, a woman in a white dress, and police officers in riot gear.",a woman is seen in the fore of a police officer and a fire in a building,0.5485568642616272
049591f21e,A woman with a tattoo on her arm and a close-up of a tattoo on a person's back.,person ' s tattoo is a tribute to her,0.7238577604293823
176decd00e,Two smartphones displaying a fitness app interface with a personal trainer named Catlie A. and a workout session titled 'Squat' scheduled for October 2023.,two smartphones with the app on them,0.5949925184249878
04ea45218d,A woman in a white pajama set stands in front of a stack of white pillows against a blue and teal background.,a woman standing next to a stack of pillows,0.7196934223175049
0b6e4701e9,"Two basketball players, one in a blue jersey with 'Sarbija 15' and the other in a white jersey with 'USA 7', are in the middle of a game. The player in the blue jersey is holding a basketball and appears to be in motion, while the player in the white jersey is also in motion and holding a basketball.",the nba basketball team is playing in the nba all star game,0.4674785137176513
24d5663047,"An advertisement for Babbel Language for Life, featuring a smartphone displaying the app interface with a cup of coffee on a table, and a hand holding the phone. The ad claims over 10 million subscriptions sold and has a 4.6-star rating.",a person holding a phone with the text ' babel language for life ',0.5027438402175903
0734a3efa1,"The image features bold, black and white text 'NEW YORK POST' against a red background. The text is stylized with a three-dimensional effect, giving the appearance of depth.",the new york post logo,0.6567055583000183
30aa8a50d3,"A man in a suit holding a document, and another man in a car with a bear.",a man in a suit and tie is holding a dog,0.4866369664669037
240640ba60,"The image features the bold text 'NEW YORK POST' in white against a red background, with a black and white graphic element that resembles a speech bubble.",the new york post logo,0.6548409461975098
13090a1713,"A man and a woman are embracing in a city street at night, with the man wearing a black shirt and the woman in a yellow jacket.",person and person in a scene from the movie,0.2657208442687988
1eac2082a5,"A collage of three images featuring Donald Trump, a man in a suit, and a customized MAGA Cybertruck with a 'Make America Great Again' hat.",person and person in a car,0.0854188650846481
1e8f6fba11,"Three athletes performing gymnastics routines, with one in a red leotard and the others in blue and white leotards, at the Paris 2024 Olympics.","person, person and person are all competing in the us gymnastics championships",0.6179431080818176
0c9bab9c68,"A woman in a red Nike sports outfit is shown with her mouth open in a boxing ring, while another woman in a blue outfit stands in the background, and a third woman in a red outfit is seen from the side.","person, the former boxer who has been in the boxing world for the past",0.4115017056465149
0e0096321a,"An image of a Bissell Little Green carpet cleaner against a split background of yellow and blue, with a bottle of cleaning solution and a black object partially visible.",a vacuum cleaner and a bottle of cleaning products,0.5136432647705078
02701056a4,"A man in a suit stands on a stage with a 'NAB' sign behind him, a crowd of people in the background, and a woman in a red hat with a badge.",a col of photos of president trump and his wife,0.0781746804714202
16cc642b78,"A pink vibrator with a circular handle and a textured grip, set against a white background with a blue and yellow geometric pattern.",a pink silicon ring with a white background,0.4722044467926025
2b0e43d6d5,"A baseball player in a New York Yankees uniform is surrounded by fans, with his hands raised in celebration.",a baseball player is surrounded by fans,0.7969314455986023
2e4ac4982e,"A man stands at a podium with a 'GET STUFF DONE' sign behind him, with a crowd in the background and a partially visible man in a white shirt in the foreground.","person, left, and other people at a press conference",0.4449830055236816
15ebe13700,"An image of a church interior with people seated, a large 'S' sign, and a man gesturing with his hands.",a photo of a man in a suit and tie standing in front of a church with a dollar sign,0.6189019680023193
30c3cb6665,"A gold Bitcoin coin is placed on top of a stack of US dollar bills, with a white Ethereum coin on top of it, all set against a blurred background of more US dollar bills.",a bitcoin coin and a bitcoin coin on top of a pile of money,0.6688746213912964
1e8a123da6,"A man in a suit stands at a podium with microphones, a North Korean flag is visible in the background, and another image shows a person in military uniform with a knife, standing behind barbed wire.","north korean leader person, left, and north korean leader person, right, are seen in a col",0.4506343007087707
154d0fff4f,"An image showcasing various beauty products including a makeup palette, a hair straightener, a hair dryer, a bottle of Olay No. 4, a tube of Supergeep! Unseen Sunscreen, and a tube of Supergeep! Unseen Sunscreen Stick, all against a teal background.",the best beauty products for dry skin,0.3779509663581848
00306db647,"A stack of green bamboo sheets and a white tumbler with a Rolex logo, placed against a blue and green background.",a green sheet and a wooden tray with a cup,0.5464776158332825
12ff4751cb,"A collage of images showing a crowd of people, some holding signs, with a focus on a man in a suit and a woman in a pink and white striped dress, and a partial view of a man in a dark suit with sunglasses.",person and person in front of a crowd,0.458279401063919
